Timestamp,Username,"Basic Information:
1.  Name of Student :",2. Gender of Student," 3.  Age Group of Student
",4. Name of Institute where you are Studying.,5. Please specify your residential area.,"Academic Performance: (Educational Information)
6. 10th percentage",7. 12th percentage Or Diploma Percent,8. Aggregate CGPA till current semester,9. Do you have any current backlog subjects?,10. Have You attended nursery school?,11. Specify the reason of choosing this College ,12. Which course of Engineering you are Pursuing Currently (Branch of Engineering),13. Specify the reason of choosing this course.,"Personal Background:
14. What is the status of   student’s  Mother Education(Mother is Educated or not if yes plz  specify in answer)",15. What is the Job Status of   student’s   Mother?,16. What is the status of   student’s  Father Education( Father Educated or not if yes plz  specify in answer),17. What is the Job Status of   student’s   Father ?,18. Who is student's Current Guardian?,19. What is Size of your family,20. What is your parental relationship Status,21. Rate the quality of family relationships (as 1 marks  for very  Happy and Healthy and 5 is the mark if you    think the relationship of family is  is poor,22. What is your family income?,"Study Habits and Resources:
23. Do you have internet access at home? (Yes/No)",24. What is your mode of transport?,25. How much Travel time is required for your daily commute from home(your staying place) and college.,26. Specify your approximate daily study time?,"Extracurricular Activities:
27. Does your institute provide any extracurricular courses?",28. Have you participated in any workshops or seminars?,29. Do you participate in any community service or volunteering activities? ,"30. Rate your communication skills (1 for excellent, 5 for poor)","31. Rate your leadership qualities (1 for excellent, 5 for poor)","32. Rate your teamwork skills (1 for excellent, 5 for poor)","Internships and Projects:
33. Have you completed any internships till today?",34. Whether these internship were paid or free?,35. Have you completed any Projects Successfully  till today?,"Peer Influence:
36. Rate the quality of your peer group (1 for very positive, 5 for very negative)","Time Management:
37. How well do you manage your time? (1 for excellent, 5 for poor)","Mental Health:
38. What is the status of your current health?(1 for very good 5 for Bad)","39. How often do you feel stressed? (1 for never, 5 for always)",40. Do you have any coping mechanisms for stress? ,"Additional Interests:
41. What are your hobbies and interests?","42. How often do you go out with friends? (1 for never, 5 for very frequently)?",43. Do You have any  romantic relationship ?,"Family Support and Motivation:
44. Does your family motivate you to attend any extra or syllabus-related classes? ",45. Are you attending any other paid classes? ,"Future Aspirations:
46. Are you placed? (Mention Name of Employer if Yes)",47. Are you interested in higher education?,"Substance Use:
48. Do you consume alcohol?",49. Do you Smoke?,50. Do You have any other Addictions?
2025/03/17 10:45:15 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT ,RURAL,90.4,89.33,7.96,NO,NO,Course preference,Computer Engineering ,Your preference,Highschool,Housewife,School,Farmer,Father,Less or equal to 4,Living together,5,Less than 2.5 Lakh,Yes,Any Other,15 to 30 min,more than 4 hours,YES,Yes,No,4,5,5,Yes,FREE,Yes,5,5,5,3,Yes,"Playing E-Games, Gym ",4,Yes,Yes,No,No,Yes,No,No,No
2025/03/17 10:49:39 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"AISSMS IOIT, Pune",URBAN,96,88,8.72,NO,NO,Reputation of College,Computer Engineering,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,No,2,2,1,Yes,FREE,Yes,1,2,1,2,No,"Playing chess, problem solving",3,No,Sometimes,No,No,No,No,No,No
2025/03/17 10:50:02 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms IOIT ,URBAN,91.8,87.5,8.6,NO,YES,Course preference,Computer,Any other,UG,Business,UG,Business,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Any Other,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,2,1,1,Yes,FREE,Yes,2,2,2,2,Yes,"Playing football, chess, swimming, mind related games and also listening to music ",3,No,Yes,No,No,Yes,No,No,No
2025/03/17 10:51:01 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT ,URBAN,91.20%,92%,8.23,NO,YES,Reputation of College,Computer Engineering ,Your preference,PG,Housewife,PG,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,1,1,Yes,PAID,Yes,1,2,1,2,Yes,"Painting,Reading",3,No,Yes,No,No,Yes,No,No,No
2025/03/17 10:51:13 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,90,70,6.88,YES,YES,Close to home,Computer Engineering ,Your preference,PG,Housewife,UG,Any Other,Mother,Less or equal to 4,Living together,4,8 Lakh to 15 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,No,4,4,3,No,,No,3,2,3,4,No,"Reading History, Geography, Geo Political ",2,No,Sometimes,No,No,Yes,No,No,Yes
2025/03/17 10:51:32 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT ,URBAN,96%,70%,6.04,YES,YES,Family pressure,Computer ,Family pressure,Highschool,Housewife,UG,Teacher,Father,Greater than 4,Living together,2,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,15 to 30 min,YES,Yes,Yes,1,2,2,Yes,FREE,No,3,5,5,5,Yes,Cooking and listening to music ,3,No,Yes,No,No,No,Yes,Yes,No
2025/03/17 10:53:10 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS Institute of Information Technology ,URBAN,94.8,96.2,9.77,NO,YES,Course preference,Computer ,Your preference,PG,Industrial Job,PG,Industrial Job,Father,Greater than 4,Living together,1,More than  15 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,2,2,Yes,FREE,Yes,2,2,3,3,Yes,"Drawing Mandalas, listening to music, watching movies and web series, playing any sport in general ",3,No,Yes,No,No,Yes,No,No,No
2025/03/17 10:55:45 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms ioit ,RURAL,81.4,82.83,7,YES,YES,Course preference,Computer Engineering ,Your preference,School,Housewife,PG,Business,Father,Less or equal to 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,3,3,4,No,,No,5,4,3,3,No,Listening songs,4,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 10:57:46 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS INSTITUTE OF INFORMATION TECHNOLOGY, PUNE",URBAN,81.8,87.6,8.06,NO,YES,Reputation of College,Computer Engineering ,Your preference,PG,Teacher,UG,Industrial Job,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,No,Yes,Yes,2,1,1,Yes,FREE,Yes,2,2,2,3,No,Hobbies is to play musical instruments and interest is in aws cloud,5,No,Yes,No,No,No,No,No,No
2025/03/17 11:01:29 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,78%,88%,6.4,YES,YES,Reputation of College,Computer Engineering ,Your preference,School,Housewife,PG,Teacher,Father,Less or equal to 4,Living together,2,8 Lakh to 15 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,3,4,1,No,,Yes,3,2,1,3,No,Playing ,2,No,Yes,No,No,Yes,No,No,No
2025/03/17 11:01:48 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms ioit ,URBAN,86.4,91.33,6.77,YES,YES,Reputation of College,Computer engineering ,Your preference,Highschool,Housewife,PG,Any Other,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,2,2,1,2,Yes,Learning new things ,3,No,Yes,No,Yes,Yes,No,No,No
2025/03/17 11:03:20 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,94.6,79.83,8.5,NO,YES,Close to home,Computer,Your preference,Highschool,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,2,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 min,30 min to 1 hour,No,Yes,Yes,3,3,3,No,,Yes,2,4,3,4,No,Playing Football,3,No,Yes,No,No,Yes,No,No,No
2025/03/17 11:12:18 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms,URBAN,86,81,8.34,NO,YES,Reputation of College,Computer Science ,Your preference,School,Housewife,School,Any Other,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,2,2,1,Yes,PAID,Yes,1,2,4,2,Yes,"Basketball, non-fictional reading ",3,No,Yes,No,Yes,No,No,No,No
2025/03/17 11:13:57 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT ,RURAL,87.4,90.5,68,NO,NO,Course preference,Computer ,Your preference,School,Any other,School,Farmer,Mother,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,more than 4 hours,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,2,2,5,No,Dance,4,No,Yes,No,No,Yes,No,No,No
2025/03/17 11:16:04 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT ,URBAN,87,94,8.4,NO,YES,Course preference,Computer engineering ,Your preference,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,Yes,1,1,2,Yes,PAID,Yes,2,3,2,2,Yes,Playing cricket and watching podcasts.,3,No,No,No,Yes ,Yes,No,No,No
2025/03/17 11:19:29 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT,URBAN,69.39,69.38,73.25,NO,YES,Course preference,Computer Science and Engineering,Your preference,Highschool,Housewife,High School,Business,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,No,Yes,Yes,2,2,2,Yes,FREE,Yes,1,1,1,2,No,"Reading, Gaming, Graphic Designing",3,No,Yes,No,No,Yes,No,No,No
2025/03/17 11:19:51 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS-IOIT,URBAN,86,82,76,NO,YES,Course preference,Computer Science Engineering ,Your preference,School,Housewife,PG,Any Other,Any other,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,No,3,2,2,Yes,FREE,Yes,3,3,3,3,No,Sports ,5,No,No,No,No,No,No,No,No
2025/03/17 11:28:46 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT ,RURAL,89.6,67.33,7.1,NO,NO,Course preference,Computer engineering ,Your preference,Not Educated,Housewife,School,Any Other,Father,Less or equal to 4,Living together,2,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,2,Yes,FREE,Yes,3,2,1,2,Yes,"Listening to music, singing,trekking, playing cricket,etc",4,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 11:32:35 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT,URBAN,93,93,8.56,NO,YES,Course preference,Computer Engineering ,Any other,PG,Teacher,PG,Any Other,Father,Less or equal to 4,Living together,2,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,No,Yes,2,2,2,No,FREE,Yes,2,3,3,3,No,Art,4,No,Yes,No,No ,Yes,No,No,No
2025/03/17 11:32:45 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS Institute of Information Technology,URBAN,87,80,7.64,NO,NO,Course preference,Computer Engineering,Your preference,PG,Housewife,PG,Teacher,Father,Less or equal to 4,Living together,2,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,No,1,1,1,No,,Yes,1,2,2,3,No,"Singing, reading, dancing",3,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 11:37:38 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS INSTITUTE OF INFORMATION TECHNOLOGY ,URBAN,93.4,86.7,7.2,NO,YES,Course preference,Computer Science Engineering ,Your preference,PG,Teacher,UG,Industrial Job,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 min,more than 4 hours,YES,Yes,Yes,2,2,1,Yes,FREE,Yes,1,1,1,5,Yes,Badminton and Exercise and Listening to Music ,5,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 11:39:02 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT ,URBAN,85,70,7.5,NO,YES,Course preference,Computer ,Any other,UG,Housewife,PG,Teacher,Father,Less or equal to 4,Living Apart,2,8 Lakh to 15 Lakh,Yes,Public Transport,30 min to 1 hour,15 to 30 min,YES,Yes,No,3,3,4,Yes,FREE,No,5,4,3,1,Yes,Meditation ,3,No,Yes,Yes,No,No,No,No,No
2025/03/17 11:41:12 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms IOIT,RURAL,83.2,86.5,-,YES,YES,Reputation of College,Computer Engineering ,Your preference,School,Housewife,PG,Any Other,Father,Less or equal to 4,Living together,5,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,YES,Yes,No,3,3,4,Yes,,Yes,3,2,5,4,No,Don't know ,4,No,Yes,No,No,Yes,No,No,No
2025/03/17 11:43:04 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT PUNE ,RURAL,100%,86.83%,8.98,YES,YES,Course preference,Computer ,Your preference,Highschool,Housewife,UG,Teacher,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,4,4,3,Yes,FREE,Yes,1,2,1,3,No,Social work,4,No,Yes,No,No,No,No,No,No
2025/03/17 11:52:18 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms ioit,URBAN,79.6,63.5,6,YES,YES,Reputation of College,Computer ,Family pressure,PG,Industrial Job,PG,Industrial Job,Father,Greater than 4,Living together,5,More than  15 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,5,5,5,No,,Yes,5,4,5,3,Yes,"Listening songs,Gym",5,Yes,Yes,No,No,Yes,No,No,No
2025/03/17 11:52:42 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,LAKSHMI NARAIN COLLEGE OF TECHNOLOGY AND SCIENCE,URBAN,89.6,92,8.55,NO,NO,Reputation of College,CSE,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,2,Less than 2.5 Lakh,Yes,Any Other,15 min,1 hour - 4 hour,YES,Yes,Yes,3,2,1,No,PAID,Yes,3,3,4,5,Yes,READING BOOKS AND DRAWING,2,No,Yes,Yes,NO,No,No,No,No
2025/03/17 11:54:02 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,LNCTS,URBAN,93,93,8.6,NO,YES,Close to home,CSE,Your preference,PG,Teacher,PG,Any Other,Mother,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,1,1,1,No,,Yes,1,1,1,3,No,"Badminton, carrom and music",1,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 11:57:52 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissm ioit,URBAN,83,84,7,NO,YES,Course preference,Computer engineering ,Your preference,PG,Teacher,PG,Teacher,Father,Less or equal to 4,Living together,2,8 Lakh to 15 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,YES,Yes,No,4,4,3,No,,Yes,3,3,3,3,No,No,4,No,No,No,No,Yes,No,No,Yes
2025/03/17 11:58:33 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Lncts ,URBAN,92,89,7.57,NO,YES,Family pressure,B tech cse,Peer pressures,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,5,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,No,Yes,Yes,3,1,2,No,Not done yet ,No,3,3,3,3,No,Chilling ,3,No,Yes,Yes,No ,Yes,No,No,No
2025/03/17 11:58:33 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms Ioit,URBAN,90.6,87.88,7.3,NO,YES,Course preference,Computer Engineering ,Your preference,PG,Housewife,PG,Teacher,Mother,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,1,2,Yes,FREE,Yes,2,2,1,3,Yes,"Kabaddi, Dance , Travelling ",4,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 12:00:06 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Lncts,URBAN,87,69,6.99,NO,YES,Course preference,Cse,Your preference,UG,Teacher,PG,Business,Father,Less or equal to 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Any Other,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,4,5,4,Yes,FREE,Yes,3,5,3,3,Yes,Sports ,4,No,Yes,No,No,No,No,No,No
2025/03/17 12:00:59 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Lnct-s,URBAN,76.5,82,7.27,NO,YES,Family pressure,Cse,Family pressure,PG,Housewife,PG,Any Other,Father,Less or equal to 4,Living together,5,8 Lakh to 15 Lakh,Yes,Public Transport,30 min to 1 hour,15 to 30 min,No,Yes,Yes,5,5,5,Yes,FREE,Yes,4,4,5,5,Yes,"Cricket, singing, travelling ",5,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 12:02:11 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,LNCT - SCIENCE,URBAN,95%,94%,8.42,NO,YES,Course preference,CSE,Your preference,PG,Housewife,PG,Business,Any other,Greater than 4,Living together,1,More than  15 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,No,No,Yes,1,1,1,No,FREE,No,1,2,1,2,No,SPORTS,2,No,No,No,No,Yes,No,No,No
2025/03/17 12:02:14 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,lnct,URBAN,91,80,7.56,NO,YES,Course preference,cse,Family pressure,UG,Housewife,PG,Any Other,Any other,Less or equal to 4,Living together,5,8 Lakh to 15 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,No,Yes,No,4,5,5,No,,No,3,3,4,3,Yes,listening music watching movies talk to parent and friend ,3,No,Yes,No,no,Yes,No,No,No
2025/03/17 12:02:42 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"LNCTS, Bhopal",RURAL,76%,70%,6.9,NO,NO,Reputation of College,CSE,Your preference,PG,Teacher,PG,Teacher,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,Yes,3,2,5,No,INTERSHIP NOT STARTED,Yes,1,2,1,2,Yes,"READING BOOKS, GARDENING, CINEMATOGRAPHY,PAINTING.",5,No,Yes,No,NO,Yes,No,No,No
2025/03/17 12:03:48 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Lakshmi Narayan College of Technology and Science ,URBAN,84,80,7.48,NO,YES,Course preference,CSE,Your preference,PG,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,No,Yes,No,2,1,1,No,,Yes,2,2,1,2,Yes,Dramatics,3,No,Yes,No,no,No,No,No,Yes
2025/03/17 12:03:58 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Lnct ,RURAL,85,80,8.1,NO,YES,Reputation of College,Cse,Your preference,School,Housewife,School,Farmer,Father,Greater than 4,Living together,2,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,30 min to 1 hour,No,Yes,Yes,2,2,2,No,FREE,Yes,2,2,2,3,No,Basketball ,2,No,Yes,No,No,Yes,No,No,No
2025/03/17 12:04:24 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Lakshmi Narain College of technology bhopal,URBAN,80 70,85 75,7.8,NO,NO,Course preference,AI-DS btech,Your preference,School,Housewife,PG,Farmer,Any other,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Any Other,15 min,1 hour - 4 hour,YES,No,No,3,3,2,No,,Yes,2,3,2,3,No,"Watching, listening music",3,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 12:04:46 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Lakshmi Narain college of technology and science bhopal ,URBAN,95.60%,84%,8.2,NO,NO,Course preference,Computer science ,Your preference,Not Educated,Housewife,School,Farmer,Father,Greater than 4,Living together,2,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,more than 4 hours,YES,No,No,5,5,3,No,FREE,No,3,2,2,3,No,Reading story books ,1,No,Sometimes,Yes,Panna ,Yes,No,No,No
2025/03/17 12:05:17 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Lakshmi Narain College of technology & Science ,URBAN,82.8,80.8,7.45,NO,YES,Course preference,CSE,Your preference,Highschool,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,No,3,3,4,No,No,No,3,3,2,3,Yes,Movies,2,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 12:10:53 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT PUNE ,RURAL,99,85.17,8.17,NO,YES,Course preference,Computer Science ,Peer pressures,PG,Teacher,PG,Teacher,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,4,Yes,"Designing templates ,UI using figma and Canva, sketching,doodle art ",4,No,Yes,Yes,No,No,No,No,No
2025/03/17 12:12:38 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT ,URBAN,96.4,91.03,8.23,NO,YES,Course preference,Computer ,Your preference,Highschool,Housewife,School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,YES,Yes,No,2,3,2,Yes,FREE,Yes,2,2,2,3,No,Watching a movie,4,No,Yes,No,No,No,No,No,No
2025/03/17 12:13:21 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,LNCT,URBAN,82.69,84.5,8.7,NO,YES,Reputation of College,CSE,Your preference,Highschool,Housewife,UG,Business,Mother,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 min,1 hour - 4 hour,No,No,No,3,3,3,No,FREE,No,2,2,3,3,Yes,"BASKETBALL, WATCHING REELS AND YOUTUBE",2,Yes,Sometimes,No,TESLA,Yes,No,No,No
2025/03/17 12:16:21 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS IOIT ,URBAN,85%,74.14%,7.7,NO,NO,Course preference,Computer ,Your preference,UG,Teacher,UG,Teacher,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,No,Yes,Yes,2,2,1,No,Not yet,Yes,2,3,2,5,No,"Sports, eSports ",3,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 12:16:31 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms Ioit,RURAL,94.89,82.18,8.83,NO,NO,Course preference,Cs,Your preference,School,Housewife,School,Farmer,Father,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,more than 4 hours,No,Yes,Yes,3,1,1,No,,Yes,1,2,3,3,Yes,Playing cricket ,2,No,Sometimes,No,No,Yes,No,No,No
2025/03/17 12:24:38 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT ,URBAN,98.4,86,9.45,NO,YES,Course preference,Computer engineering ,Your preference,UG,Housewife,PG,Business,Father,Less or equal to 4,Living together,1,More than  15 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,2,No,,Yes,2,1,1,3,Yes,Drawing ,3,No,Yes,No,No,Yes,No,No,No
2025/03/17 12:26:02 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT PUNE,URBAN,90%,70%,7.41,NO,YES,Course preference,Computer engineering ,Your preference,UG,Industrial Job,PG,Industrial Job,Any other,Less or equal to 4,Living together,1,More than  15 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,No,1,1,1,Yes,FREE,Yes,1,1,3,5,No,Gardening ,3,No,Yes,Yes,No,Yes,No,No,No
2025/03/17 12:26:58 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT ,URBAN,89.8,80.67,7.85,NO,YES,Course preference,Computer Engineering ,Your preference,PG,Housewife,UG,Farmer,Father,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,Yes,Yes,2,3,3,Yes,FREE,Yes,2,2,4,3,No,"Drawing, reading, travelling ",1,No,Yes,No,No,Yes,No,No,No
2025/03/17 12:26:58 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS Institute of information technology ,URBAN,76,70,8.9,NO,YES,Course preference,Computer Engineering ,Your preference,UG,Housewife,PG,Business,Any other,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,No,Yes,Yes,1,1,1,No,FREE,Yes,1,2,4,3,Yes,Crying,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes
2025/03/17 12:28:51 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS IOIT ,URBAN,82:40:00,Diploma ,8,NO,YES,Course preference,computer ,Your preference,UG,Housewife,PG,Business,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,3,3,2,No,FREE,Yes,2,3,1,1,No,reading Books,3,No,Yes,Yes,Google ,No,No,No,No
2025/03/17 12:44:49 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"AISSMS IOIT, Pune ",RURAL,94.2,81.33,8,NO,YES,Reputation of College,B tech in computer ,Your preference,UG,Housewife,PG,Teacher,Mother,Less or equal to 4,Living together,2,8 Lakh to 15 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,No,Yes,Yes,1,1,1,Yes,FREE,No,3,3,1,2,No,"Playing Sports ,drawing ,reading ",3,No,Sometimes,Yes,No,Yes,No,No,No
2025/03/17 1:04:30 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,B,URBAN,75,78,7.5,NO,YES,Close to home,BCA,Any other,School,Housewife,High School,Any Other,Father,Greater than 4,Living together,2,Less than 2.5 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,3,2,1,Yes,FREE,Yes,2,3,3,4,No,art and craft sports reading ,3,No,Sometimes,No,no,Yes,No,No,No
